@relation 'R_data_frame-weka.filters.unsupervised.attribute.Remove-R4,6-8,10,12,14'

@attribute team_a {'1. FC Kaiserslautern','1. FC Koln','1. FC Nurnberg','1. FSV Mainz 05','1860 Munchen','1899 Hoffenheim','Alemannia Aachen','Bayer 04 Leverkusen','Borussia Dortmund','Borussia Monchengladbach','DSC Arminia Bielefeld','Eintracht Frankfurt','FC Augsburg','FC Bayern Munchen','FC Energie Cottbus','FC Schalke 04','FC St. Pauli','Hamburger SV','Hannover 96','Hansa Rostock','Hertha BSC Berlin','Karlsruher SC','MSV Duisburg','SC Freiburg','SpVgg Unterhaching','SV Werder Bremen','VfB Stuttgart','VfL Bochum','VfL Wolfsburg'}
@attribute team_b {'1. FC Kaiserslautern','1. FC Koln','1. FC Nurnberg','1. FSV Mainz 05','1860 Munchen','1899 Hoffenheim','Alemannia Aachen','Bayer 04 Leverkusen','Borussia Dortmund','Borussia Monchengladbach','DSC Arminia Bielefeld','Eintracht Frankfurt','FC Augsburg','FC Bayern Munchen','FC Energie Cottbus','FC Schalke 04','FC St. Pauli','Hamburger SV','Hannover 96','Hansa Rostock','Hertha BSC Berlin','Karlsruher SC','MSV Duisburg','SC Freiburg','SpVgg Unterhaching','SV Werder Bremen','VfB Stuttgart','VfL Bochum','VfL Wolfsburg'}
@attribute spieltag numeric
@attribute saison_weight numeric
@attribute sun_a {S,U,N}
@attribute place_a numeric
@attribute place_b numeric
@attribute wins_pro_a numeric
@attribute points_pro_a numeric
@attribute wins_pro_b numeric
@attribute points_pro_b numeric
@attribute hg_01 numeric

@data
'Hannover 96','FC Bayern Munchen',10,3,U,11,1,0.352941,0.421569,0.676471,0.735294,2
'FC Energie Cottbus','VfB Stuttgart',10,3,U,18,2,0.205882,0.294118,0.5,0.578431,2
'Hamburger SV','DSC Arminia Bielefeld',10,3,N,4,16,0.441176,0.54902,0.235294,0.352941,2
'1860 Munchen','Borussia Monchengladbach',10,3,S,10,12,0.352941,0.441176,0.323529,0.411765,2
'Hansa Rostock','VfL Wolfsburg',10,3,N,13,8,0.323529,0.401961,0.382353,0.45098,2
'VfL Bochum','1. FC Kaiserslautern',10,3,S,9,14,0.352941,0.441176,0.294118,0.392157,2
'Bayer 04 Leverkusen','VfB Stuttgart',11,3,N,15,2,0.323529,0.392157,0.5,0.578431,1
'FC Energie Cottbus','FC Schalke 04',11,3,N,18,7,0.205882,0.294118,0.352941,0.480392,1
'Hansa Rostock','1. FC Kaiserslautern',11,3,U,13,14,0.323529,0.401961,0.294118,0.392157,1
'Hannover 96','VfL Wolfsburg',11,3,S,11,8,0.352941,0.421569,0.382353,0.45098,1
'Borussia Dortmund','Hamburger SV',11,3,U,3,4,0.441176,0.568627,0.441176,0.54902,1
'1860 Munchen','DSC Arminia Bielefeld',11,3,S,10,16,0.352941,0.441176,0.235294,0.352941,1
'1. FC Nurnberg','Borussia Monchengladbach',11,3,S,17,12,0.235294,0.294118,0.323529,0.411765,1
'SV Werder Bremen','FC Bayern Munchen',11,3,S,6,1,0.470588,0.509804,0.676471,0.735294,1
'VfL Bochum','Hertha BSC Berlin',11,3,S,9,5,0.352941,0.441176,0.470588,0.529412,1
'VfB Stuttgart','Bayer 04 Leverkusen',11,3,S,2,15,0.5,0.578431,0.323529,0.392157,2
'FC Schalke 04','FC Energie Cottbus',11,3,S,7,18,0.352941,0.480392,0.205882,0.294118,2
'1. FC Kaiserslautern','Hansa Rostock',11,3,U,14,13,0.294118,0.392157,0.323529,0.401961,2
'VfL Wolfsburg','Hannover 96',11,3,N,8,11,0.382353,0.45098,0.352941,0.421569,2
'Hamburger SV','Borussia Dortmund',11,3,U,4,3,0.441176,0.54902,0.441176,0.568627,2
'DSC Arminia Bielefeld','1860 Munchen',11,3,N,16,10,0.235294,0.352941,0.352941,0.441176,2
'Borussia Monchengladbach','1. FC Nurnberg',11,3,N,12,17,0.323529,0.411765,0.235294,0.294118,2
'FC Bayern Munchen','SV Werder Bremen',11,3,N,1,6,0.676471,0.735294,0.470588,0.509804,2
'Hertha BSC Berlin','VfL Bochum',11,3,N,5,9,0.470588,0.529412,0.352941,0.441176,2
'FC Bayern Munchen','Borussia Dortmund',12,3,S,1,3,0.676471,0.735294,0.441176,0.568627,1
'VfL Wolfsburg','SV Werder Bremen',12,3,S,8,6,0.382353,0.45098,0.470588,0.509804,1
'VfB Stuttgart','VfL Bochum',12,3,S,2,9,0.5,0.578431,0.352941,0.441176,1
'DSC Arminia Bielefeld','1. FC Nurnberg',12,3,N,16,17,0.235294,0.352941,0.235294,0.294118,1
'1. FC Kaiserslautern','Hannover 96',12,3,N,14,11,0.294118,0.392157,0.352941,0.421569,1
'FC Schalke 04','Bayer 04 Leverkusen',12,3,N,7,15,0.352941,0.480392,0.323529,0.392157,1
'Hamburger SV','1860 Munchen',12,3,S,4,10,0.441176,0.54902,0.352941,0.441176,1
'Hertha BSC Berlin','Hansa Rostock',12,3,S,5,13,0.470588,0.529412,0.323529,0.401961,1
'Borussia Monchengladbach','FC Energie Cottbus',12,3,S,12,18,0.323529,0.411765,0.205882,0.294118,1
'Borussia Dortmund','FC Bayern Munchen',12,3,N,3,1,0.441176,0.568627,0.676471,0.735294,2
'SV Werder Bremen','VfL Wolfsburg',12,3,N,6,8,0.470588,0.509804,0.382353,0.45098,2
'VfL Bochum','VfB Stuttgart',12,3,N,9,2,0.352941,0.441176,0.5,0.578431,2
'1. FC Nurnberg','DSC Arminia Bielefeld',12,3,S,17,16,0.235294,0.294118,0.235294,0.352941,2
'Hannover 96','1. FC Kaiserslautern',12,3,S,11,14,0.352941,0.421569,0.294118,0.392157,2
'Bayer 04 Leverkusen','FC Schalke 04',12,3,S,15,7,0.323529,0.392157,0.352941,0.480392,2
'1860 Munchen','Hamburger SV',12,3,N,10,4,0.352941,0.441176,0.441176,0.54902,2
'Hansa Rostock','Hertha BSC Berlin',12,3,N,13,5,0.323529,0.401961,0.470588,0.529412,2
'FC Energie Cottbus','Borussia Monchengladbach',12,3,N,18,12,0.205882,0.294118,0.323529,0.411765,2
'Borussia Dortmund','1860 Munchen',13,3,S,3,10,0.441176,0.568627,0.352941,0.441176,1
'FC Energie Cottbus','DSC Arminia Bielefeld',13,3,S,18,16,0.205882,0.294118,0.235294,0.352941,1
'Bayer 04 Leverkusen','Borussia Monchengladbach',13,3,U,15,12,0.323529,0.392157,0.323529,0.411765,1
'Hansa Rostock','VfB Stuttgart',13,3,U,13,2,0.323529,0.401961,0.5,0.578431,1
'FC Bayern Munchen','VfL Wolfsburg',13,3,S,1,8,0.676471,0.735294,0.382353,0.45098,1
'1. FC Nurnberg','Hamburger SV',13,3,N,17,4,0.235294,0.294118,0.441176,0.54902,1
'Hannover 96','Hertha BSC Berlin',13,3,N,11,5,0.352941,0.421569,0.470588,0.529412,1
'SV Werder Bremen','1. FC Kaiserslautern',13,3,S,6,14,0.470588,0.509804,0.294118,0.392157,1
'VfL Bochum','FC Schalke 04',13,3,N,9,7,0.352941,0.441176,0.352941,0.480392,1
'1860 Munchen','Borussia Dortmund',13,3,N,10,3,0.352941,0.441176,0.441176,0.568627,2
'DSC Arminia Bielefeld','FC Energie Cottbus',13,3,N,16,18,0.235294,0.352941,0.205882,0.294118,2
'Borussia Monchengladbach','Bayer 04 Leverkusen',13,3,U,12,15,0.323529,0.411765,0.323529,0.392157,2
'VfB Stuttgart','Hansa Rostock',13,3,U,2,13,0.5,0.578431,0.323529,0.401961,2
'VfL Wolfsburg','FC Bayern Munchen',13,3,N,8,1,0.382353,0.45098,0.676471,0.735294,2
'Hamburger SV','1. FC Nurnberg',13,3,S,4,17,0.441176,0.54902,0.235294,0.294118,2
'Hertha BSC Berlin','Hannover 96',13,3,S,5,11,0.470588,0.529412,0.352941,0.421569,2
'1. FC Kaiserslautern','SV Werder Bremen',13,3,N,14,6,0.294118,0.392157,0.470588,0.509804,2
'FC Schalke 04','VfL Bochum',13,3,S,7,9,0.352941,0.480392,0.352941,0.441176,2
'VfB Stuttgart','Hannover 96',14,3,S,2,11,0.5,0.578431,0.352941,0.421569,1
'VfL Wolfsburg','Borussia Dortmund',14,3,S,8,3,0.382353,0.45098,0.441176,0.568627,1
'1. FC Kaiserslautern','FC Bayern Munchen',14,3,N,14,1,0.294118,0.392157,0.676471,0.735294,1
'FC Schalke 04','Hansa Rostock',14,3,U,7,13,0.352941,0.480392,0.323529,0.401961,1
'Hertha BSC Berlin','SV Werder Bremen',14,3,N,5,6,0.470588,0.529412,0.470588,0.509804,1
'DSC Arminia Bielefeld','Bayer 04 Leverkusen',14,3,U,16,15,0.235294,0.352941,0.323529,0.392157,1
'Borussia Monchengladbach','VfL Bochum',14,3,U,12,9,0.323529,0.411765,0.352941,0.441176,1
'1860 Munchen','1. FC Nurnberg',14,3,U,10,17,0.352941,0.441176,0.235294,0.294118,1
'Hamburger SV','FC Energie Cottbus',14,3,U,4,18,0.441176,0.54902,0.205882,0.294118,1
'Hannover 96','VfB Stuttgart',14,3,N,11,2,0.352941,0.421569,0.5,0.578431,2
'Borussia Dortmund','VfL Wolfsburg',14,3,N,3,8,0.441176,0.568627,0.382353,0.45098,2
'FC Bayern Munchen','1. FC Kaiserslautern',14,3,S,1,14,0.676471,0.735294,0.294118,0.392157,2
'Hansa Rostock','FC Schalke 04',14,3,U,13,7,0.323529,0.401961,0.352941,0.480392,2
'SV Werder Bremen','Hertha BSC Berlin',14,3,S,6,5,0.470588,0.509804,0.470588,0.529412,2
'Bayer 04 Leverkusen','DSC Arminia Bielefeld',14,3,U,15,16,0.323529,0.392157,0.235294,0.352941,2
'VfL Bochum','Borussia Monchengladbach',14,3,U,9,12,0.352941,0.441176,0.323529,0.411765,2
'1. FC Nurnberg','1860 Munchen',14,3,U,17,10,0.235294,0.294118,0.352941,0.441176,2
'FC Energie Cottbus','Hamburger SV',14,3,U,18,4,0.205882,0.294118,0.441176,0.54902,2
'1. FC Nurnberg','Borussia Dortmund',15,3,N,17,3,0.235294,0.294118,0.441176,0.568627,1
'Bayer 04 Leverkusen','Hamburger SV',15,3,N,15,4,0.323529,0.392157,0.441176,0.54902,1
'FC Energie Cottbus','1860 Munchen',15,3,N,18,10,0.205882,0.294118,0.352941,0.441176,1
'FC Bayern Munchen','Hertha BSC Berlin',15,3,S,1,5,0.676471,0.735294,0.470588,0.529412,1
'VfL Bochum','DSC Arminia Bielefeld',15,3,N,9,16,0.352941,0.441176,0.235294,0.352941,1
'1. FC Kaiserslautern','VfL Wolfsburg',15,3,S,14,8,0.294118,0.392157,0.382353,0.45098,1
'Hansa Rostock','Borussia Monchengladbach',15,3,S,13,12,0.323529,0.401961,0.323529,0.411765,1
'SV Werder Bremen','VfB Stuttgart',15,3,S,6,2,0.470588,0.509804,0.5,0.578431,1
'Hannover 96','FC Schalke 04',15,3,N,11,7,0.352941,0.421569,0.352941,0.480392,1
'Borussia Dortmund','1. FC Nurnberg',15,3,S,3,17,0.441176,0.568627,0.235294,0.294118,2
'Hamburger SV','Bayer 04 Leverkusen',15,3,S,4,15,0.441176,0.54902,0.323529,0.392157,2
'1860 Munchen','FC Energie Cottbus',15,3,S,10,18,0.352941,0.441176,0.205882,0.294118,2
'Hertha BSC Berlin','FC Bayern Munchen',15,3,N,5,1,0.470588,0.529412,0.676471,0.735294,2
'DSC Arminia Bielefeld','VfL Bochum',15,3,S,16,9,0.235294,0.352941,0.352941,0.441176,2
'VfL Wolfsburg','1. FC Kaiserslautern',15,3,N,8,14,0.382353,0.45098,0.294118,0.392157,2
'Borussia Monchengladbach','Hansa Rostock',15,3,N,12,13,0.323529,0.411765,0.323529,0.401961,2
'VfB Stuttgart','SV Werder Bremen',15,3,N,2,6,0.5,0.578431,0.470588,0.509804,2
'FC Schalke 04','Hannover 96',15,3,S,7,11,0.352941,0.480392,0.352941,0.421569,2
'Borussia Dortmund','1. FC Kaiserslautern',16,3,S,3,14,0.441176,0.568627,0.294118,0.392157,1
'Hertha BSC Berlin','VfL Wolfsburg',16,3,U,5,8,0.470588,0.529412,0.382353,0.45098,1
'DSC Arminia Bielefeld','Hansa Rostock',16,3,S,16,13,0.235294,0.352941,0.323529,0.401961,1
'1860 Munchen','Bayer 04 Leverkusen',16,3,N,10,15,0.352941,0.441176,0.323529,0.392157,1
'1. FC Nurnberg','FC Energie Cottbus',16,3,U,17,18,0.235294,0.294118,0.205882,0.294118,1
'FC Schalke 04','SV Werder Bremen',16,3,U,7,6,0.352941,0.480392,0.470588,0.509804,1
'VfB Stuttgart','FC Bayern Munchen',16,3,N,2,1,0.5,0.578431,0.676471,0.735294,1
'Hamburger SV','VfL Bochum',16,3,U,4,9,0.441176,0.54902,0.352941,0.441176,1
'Borussia Monchengladbach','Hannover 96',16,3,S,12,11,0.323529,0.411765,0.352941,0.421569,1
'1. FC Kaiserslautern','Borussia Dortmund',16,3,N,14,3,0.294118,0.392157,0.441176,0.568627,2
'VfL Wolfsburg','Hertha BSC Berlin',16,3,U,8,5,0.382353,0.45098,0.470588,0.529412,2
'Hansa Rostock','DSC Arminia Bielefeld',16,3,N,13,16,0.323529,0.401961,0.235294,0.352941,2
'Bayer 04 Leverkusen','1860 Munchen',16,3,S,15,10,0.323529,0.392157,0.352941,0.441176,2
'FC Energie Cottbus','1. FC Nurnberg',16,3,U,18,17,0.205882,0.294118,0.235294,0.294118,2
'SV Werder Bremen','FC Schalke 04',16,3,U,6,7,0.470588,0.509804,0.352941,0.480392,2
'FC Bayern Munchen','VfB Stuttgart',16,3,S,1,2,0.676471,0.735294,0.5,0.578431,2
'VfL Bochum','Hamburger SV',16,3,U,9,4,0.352941,0.441176,0.441176,0.54902,2
'Hannover 96','Borussia Monchengladbach',16,3,N,11,12,0.352941,0.421569,0.323529,0.411765,2
'VfL Bochum','1860 Munchen',17,3,U,9,10,0.352941,0.441176,0.352941,0.441176,1
'Bayer 04 Leverkusen','1. FC Nurnberg',17,3,N,15,17,0.323529,0.392157,0.235294,0.294118,1
'FC Bayern Munchen','FC Schalke 04',17,3,U,1,7,0.676471,0.735294,0.352941,0.480392,1
'SV Werder Bremen','Borussia Monchengladbach',17,3,S,6,12,0.470588,0.509804,0.323529,0.411765,1
'FC Energie Cottbus','Borussia Dortmund',17,3,N,18,3,0.205882,0.294118,0.441176,0.568627,1
'Hannover 96','DSC Arminia Bielefeld',17,3,U,11,16,0.352941,0.421569,0.235294,0.352941,1
'Hansa Rostock','Hamburger SV',17,3,U,13,4,0.323529,0.401961,0.441176,0.54902,1
'1. FC Kaiserslautern','Hertha BSC Berlin',17,3,S,14,5,0.294118,0.392157,0.470588,0.529412,1
'VfL Wolfsburg','VfB Stuttgart',17,3,N,8,2,0.382353,0.45098,0.5,0.578431,1
'1860 Munchen','VfL Bochum',17,3,U,10,9,0.352941,0.441176,0.352941,0.441176,2
'1. FC Nurnberg','Bayer 04 Leverkusen',17,3,S,17,15,0.235294,0.294118,0.323529,0.392157,2
'FC Schalke 04','FC Bayern Munchen',17,3,U,7,1,0.352941,0.480392,0.676471,0.735294,2
'Borussia Monchengladbach','SV Werder Bremen',17,3,N,12,6,0.323529,0.411765,0.470588,0.509804,2
'Borussia Dortmund','FC Energie Cottbus',17,3,S,3,18,0.441176,0.568627,0.205882,0.294118,2
'DSC Arminia Bielefeld','Hannover 96',17,3,U,16,11,0.235294,0.352941,0.352941,0.421569,2
'Hamburger SV','Hansa Rostock',17,3,U,4,13,0.441176,0.54902,0.323529,0.401961,2
'Hertha BSC Berlin','1. FC Kaiserslautern',17,3,N,5,14,0.470588,0.529412,0.294118,0.392157,2
'VfB Stuttgart','VfL Wolfsburg',17,3,S,2,8,0.5,0.578431,0.382353,0.45098,2
'SV Werder Bremen','DSC Arminia Bielefeld',18,3,U,6,16,0.470588,0.509804,0.235294,0.352941,1
'1. FC Kaiserslautern','VfB Stuttgart',18,3,N,14,2,0.294118,0.392157,0.5,0.578431,1
'Hannover 96','Hamburger SV',18,3,U,11,4,0.352941,0.421569,0.441176,0.54902,1
'VfL Wolfsburg','FC Schalke 04',18,3,N,8,7,0.382353,0.45098,0.352941,0.480392,1
'Hertha BSC Berlin','Borussia Dortmund',18,3,S,5,3,0.470588,0.529412,0.441176,0.568627,1
'VfL Bochum','1. FC Nurnberg',18,3,S,9,17,0.352941,0.441176,0.235294,0.294118,1
'Hansa Rostock','1860 Munchen',18,3,N,13,10,0.323529,0.401961,0.352941,0.441176,1
'Bayer 04 Leverkusen','FC Energie Cottbus',18,3,N,15,18,0.323529,0.392157,0.205882,0.294118,1
'FC Bayern Munchen','Borussia Monchengladbach',18,3,S,1,12,0.676471,0.735294,0.323529,0.411765,1
'DSC Arminia Bielefeld','SV Werder Bremen',18,3,U,16,6,0.235294,0.352941,0.470588,0.509804,2
'VfB Stuttgart','1. FC Kaiserslautern',18,3,S,2,14,0.5,0.578431,0.294118,0.392157,2
'Hamburger SV','Hannover 96',18,3,U,4,11,0.441176,0.54902,0.352941,0.421569,2
'FC Schalke 04','VfL Wolfsburg',18,3,S,7,8,0.352941,0.480392,0.382353,0.45098,2
'Borussia Dortmund','Hertha BSC Berlin',18,3,N,3,5,0.441176,0.568627,0.470588,0.529412,2
'1. FC Nurnberg','VfL Bochum',18,3,N,17,9,0.235294,0.294118,0.352941,0.441176,2
'1860 Munchen','Hansa Rostock',18,3,S,10,13,0.352941,0.441176,0.323529,0.401961,2
'FC Energie Cottbus','Bayer 04 Leverkusen',18,3,S,18,15,0.205882,0.294118,0.323529,0.392157,2
'Borussia Monchengladbach','FC Bayern Munchen',18,3,N,12,1,0.323529,0.411765,0.676471,0.735294,2
'FC Energie Cottbus','VfL Bochum',19,3,S,18,9,0.205882,0.294118,0.352941,0.441176,1
'DSC Arminia Bielefeld','FC Bayern Munchen',19,3,U,16,1,0.235294,0.352941,0.676471,0.735294,1
'1860 Munchen','Hannover 96',19,3,N,10,11,0.352941,0.441176,0.352941,0.421569,1
'1. FC Nurnberg','Hansa Rostock',19,3,N,17,13,0.235294,0.294118,0.323529,0.401961,1
'FC Schalke 04','1. FC Kaiserslautern',19,3,U,7,14,0.352941,0.480392,0.294118,0.392157,1
'VfB Stuttgart','Hertha BSC Berlin',19,3,S,2,5,0.5,0.578431,0.470588,0.529412,1
'Hamburger SV','SV Werder Bremen',19,3,S,4,6,0.441176,0.54902,0.470588,0.509804,1
'Borussia Dortmund','Bayer 04 Leverkusen',19,3,S,3,15,0.441176,0.568627,0.323529,0.392157,1
'Borussia Monchengladbach','VfL Wolfsburg',19,3,S,12,8,0.323529,0.411765,0.382353,0.45098,1
'VfL Bochum','FC Energie Cottbus',19,3,N,9,18,0.352941,0.441176,0.205882,0.294118,2
'FC Bayern Munchen','DSC Arminia Bielefeld',19,3,U,1,16,0.676471,0.735294,0.235294,0.352941,2
'Hannover 96','1860 Munchen',19,3,S,11,10,0.352941,0.421569,0.352941,0.441176,2
'Hansa Rostock','1. FC Nurnberg',19,3,S,13,17,0.323529,0.401961,0.235294,0.294118,2
'1. FC Kaiserslautern','FC Schalke 04',19,3,U,14,7,0.294118,0.392157,0.352941,0.480392,2
'Hertha BSC Berlin','VfB Stuttgart',19,3,N,5,2,0.470588,0.529412,0.5,0.578431,2
'SV Werder Bremen','Hamburger SV',19,3,N,6,4,0.470588,0.509804,0.441176,0.54902,2
'Bayer 04 Leverkusen','Borussia Dortmund',19,3,N,15,3,0.323529,0.392157,0.441176,0.568627,2
'VfL Wolfsburg','Borussia Monchengladbach',19,3,N,8,12,0.382353,0.45098,0.323529,0.411765,2
'Hansa Rostock','FC Energie Cottbus',20,3,U,13,18,0.323529,0.401961,0.205882,0.294118,1
'SV Werder Bremen','1860 Munchen',20,3,N,6,10,0.470588,0.509804,0.352941,0.441176,1
'1. FC Kaiserslautern','Borussia Monchengladbach',20,3,S,14,12,0.294118,0.392157,0.323529,0.411765,1
'VfL Bochum','Bayer 04 Leverkusen',20,3,S,9,15,0.352941,0.441176,0.323529,0.392157,1
'VfL Wolfsburg','DSC Arminia Bielefeld',20,3,S,8,16,0.382353,0.45098,0.235294,0.352941,1
'Hertha BSC Berlin','FC Schalke 04',20,3,S,5,7,0.470588,0.529412,0.352941,0.480392,1
'Hannover 96','1. FC Nurnberg',20,3,S,11,17,0.352941,0.421569,0.235294,0.294118,1
'FC Bayern Munchen','Hamburger SV',20,3,U,1,4,0.676471,0.735294,0.441176,0.54902,1
'VfB Stuttgart','Borussia Dortmund',20,3,S,2,3,0.5,0.578431,0.441176,0.568627,1
'FC Energie Cottbus','Hansa Rostock',20,3,U,18,13,0.205882,0.294118,0.323529,0.401961,2
'1860 Munchen','SV Werder Bremen',20,3,S,10,6,0.352941,0.441176,0.470588,0.509804,2
'Borussia Monchengladbach','1. FC Kaiserslautern',20,3,N,12,14,0.323529,0.411765,0.294118,0.392157,2
'Bayer 04 Leverkusen','VfL Bochum',20,3,N,15,9,0.323529,0.392157,0.352941,0.441176,2
'DSC Arminia Bielefeld','VfL Wolfsburg',20,3,N,16,8,0.235294,0.352941,0.382353,0.45098,2
'FC Schalke 04','Hertha BSC Berlin',20,3,N,7,5,0.352941,0.480392,0.470588,0.529412,2
'1. FC Nurnberg','Hannover 96',20,3,N,17,11,0.235294,0.294118,0.352941,0.421569,2
'Hamburger SV','FC Bayern Munchen',20,3,U,4,1,0.441176,0.54902,0.676471,0.735294,2
'Borussia Dortmund','VfB Stuttgart',20,3,N,3,2,0.441176,0.568627,0.5,0.578431,2
'1. FC Nurnberg','SV Werder Bremen',21,3,S,17,6,0.235294,0.294118,0.470588,0.509804,1
'Hamburger SV','VfL Wolfsburg',21,3,S,4,8,0.441176,0.54902,0.382353,0.45098,1
'FC Schalke 04','VfB Stuttgart',21,3,S,7,2,0.352941,0.480392,0.5,0.578431,1
'1860 Munchen','FC Bayern Munchen',21,3,N,10,1,0.352941,0.441176,0.676471,0.735294,1
'Borussia Dortmund','VfL Bochum',21,3,S,3,9,0.441176,0.568627,0.352941,0.441176,1
'DSC Arminia Bielefeld','1. FC Kaiserslautern',21,3,U,16,14,0.235294,0.352941,0.294118,0.392157,1
'Bayer 04 Leverkusen','Hansa Rostock',21,3,N,15,13,0.323529,0.392157,0.323529,0.401961,1
'FC Energie Cottbus','Hannover 96',21,3,S,18,11,0.205882,0.294118,0.352941,0.421569,1
'Borussia Monchengladbach','Hertha BSC Berlin',21,3,N,12,5,0.323529,0.411765,0.470588,0.529412,1
'SV Werder Bremen','1. FC Nurnberg',21,3,N,6,17,0.470588,0.509804,0.235294,0.294118,2
'VfL Wolfsburg','Hamburger SV',21,3,N,8,4,0.382353,0.45098,0.441176,0.54902,2
'VfB Stuttgart','FC Schalke 04',21,3,N,2,7,0.5,0.578431,0.352941,0.480392,2
'FC Bayern Munchen','1860 Munchen',21,3,S,1,10,0.676471,0.735294,0.352941,0.441176,2
'VfL Bochum','Borussia Dortmund',21,3,N,9,3,0.352941,0.441176,0.441176,0.568627,2
'1. FC Kaiserslautern','DSC Arminia Bielefeld',21,3,U,14,16,0.294118,0.392157,0.235294,0.352941,2
'Hansa Rostock','Bayer 04 Leverkusen',21,3,S,13,15,0.323529,0.401961,0.323529,0.392157,2
'Hannover 96','FC Energie Cottbus',21,3,N,11,18,0.352941,0.421569,0.205882,0.294118,2
'Hertha BSC Berlin','Borussia Monchengladbach',21,3,S,5,12,0.470588,0.529412,0.323529,0.411765,2
'SV Werder Bremen','FC Energie Cottbus',22,3,N,6,18,0.470588,0.509804,0.205882,0.294118,1
'1. FC Kaiserslautern','Hamburger SV',22,3,S,14,4,0.294118,0.392157,0.441176,0.54902,1
'FC Schalke 04','Borussia Dortmund',22,3,U,7,3,0.352941,0.480392,0.441176,0.568627,1
'Hansa Rostock','VfL Bochum',22,3,U,13,9,0.323529,0.401961,0.352941,0.441176,1
'FC Bayern Munchen','1. FC Nurnberg',22,3,S,1,17,0.676471,0.735294,0.235294,0.294118,1
'Hannover 96','Bayer 04 Leverkusen',22,3,N,11,15,0.352941,0.421569,0.323529,0.392157,1
'VfL Wolfsburg','1860 Munchen',22,3,U,8,10,0.382353,0.45098,0.352941,0.441176,1
'Hertha BSC Berlin','DSC Arminia Bielefeld',22,3,U,5,16,0.470588,0.529412,0.235294,0.352941,1
'VfB Stuttgart','Borussia Monchengladbach',22,3,S,2,12,0.5,0.578431,0.323529,0.411765,1
'FC Energie Cottbus','SV Werder Bremen',22,3,S,18,6,0.205882,0.294118,0.470588,0.509804,2
'Hamburger SV','1. FC Kaiserslautern',22,3,N,4,14,0.441176,0.54902,0.294118,0.392157,2
'Borussia Dortmund','FC Schalke 04',22,3,U,3,7,0.441176,0.568627,0.352941,0.480392,2
'VfL Bochum','Hansa Rostock',22,3,U,9,13,0.352941,0.441176,0.323529,0.401961,2
'1. FC Nurnberg','FC Bayern Munchen',22,3,N,17,1,0.235294,0.294118,0.676471,0.735294,2
'Bayer 04 Leverkusen','Hannover 96',22,3,S,15,11,0.323529,0.392157,0.352941,0.421569,2
'1860 Munchen','VfL Wolfsburg',22,3,U,10,8,0.352941,0.441176,0.382353,0.45098,2
'DSC Arminia Bielefeld','Hertha BSC Berlin',22,3,U,16,5,0.235294,0.352941,0.470588,0.529412,2
'Borussia Monchengladbach','VfB Stuttgart',22,3,N,12,2,0.323529,0.411765,0.5,0.578431,2
'VfL Bochum','Hannover 96',23,3,N,9,11,0.352941,0.441176,0.352941,0.421569,1
'FC Energie Cottbus','FC Bayern Munchen',23,3,N,18,1,0.205882,0.294118,0.676471,0.735294,1
'Bayer 04 Leverkusen','SV Werder Bremen',23,3,S,15,6,0.323529,0.392157,0.470588,0.509804,1
'1. FC Nurnberg','VfL Wolfsburg',23,3,U,17,8,0.235294,0.294118,0.382353,0.45098,1
'Borussia Dortmund','Hansa Rostock',23,3,S,3,13,0.441176,0.568627,0.323529,0.401961,1
'Borussia Monchengladbach','FC Schalke 04',23,3,U,12,7,0.323529,0.411765,0.352941,0.480392,1
'1860 Munchen','1. FC Kaiserslautern',23,3,U,10,14,0.352941,0.441176,0.294118,0.392157,1
'Hamburger SV','Hertha BSC Berlin',23,3,S,4,5,0.441176,0.54902,0.470588,0.529412,1
'DSC Arminia Bielefeld','VfB Stuttgart',23,3,N,16,2,0.235294,0.352941,0.5,0.578431,1
'Hannover 96','VfL Bochum',23,3,S,11,9,0.352941,0.421569,0.352941,0.441176,2
'FC Bayern Munchen','FC Energie Cottbus',23,3,S,1,18,0.676471,0.735294,0.205882,0.294118,2
'SV Werder Bremen','Bayer 04 Leverkusen',23,3,N,6,15,0.470588,0.509804,0.323529,0.392157,2
'VfL Wolfsburg','1. FC Nurnberg',23,3,U,8,17,0.382353,0.45098,0.235294,0.294118,2
'Hansa Rostock','Borussia Dortmund',23,3,N,13,3,0.323529,0.401961,0.441176,0.568627,2
'FC Schalke 04','Borussia Monchengladbach',23,3,U,7,12,0.352941,0.480392,0.323529,0.411765,2
'1. FC Kaiserslautern','1860 Munchen',23,3,U,14,10,0.294118,0.392157,0.352941,0.441176,2
'Hertha BSC Berlin','Hamburger SV',23,3,N,5,4,0.470588,0.529412,0.441176,0.54902,2
'VfB Stuttgart','DSC Arminia Bielefeld',23,3,S,2,16,0.5,0.578431,0.235294,0.352941,2
'VfL Wolfsburg','FC Energie Cottbus',24,3,S,8,18,0.382353,0.45098,0.205882,0.294118,1
'Hertha BSC Berlin','1860 Munchen',24,3,S,5,10,0.470588,0.529412,0.352941,0.441176,1
'FC Schalke 04','DSC Arminia Bielefeld',24,3,U,7,16,0.352941,0.480392,0.235294,0.352941,1
'SV Werder Bremen','VfL Bochum',24,3,S,6,9,0.470588,0.509804,0.352941,0.441176,1
'FC Bayern Munchen','Bayer 04 Leverkusen',24,3,S,1,15,0.676471,0.735294,0.323529,0.392157,1
